GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
026042,N,LX,88481,38384,2000-08-09,2001-11-30,C-MAC INDUSTRIES INC,EMS.2
026042,P,LC,88481,38384,2000-08-09,2001-11-30,C-MAC INDUSTRIES INC,EMS.2
026061,P,LC,78840,11901,1993-01-19,2020-06-30,MATCH GROUP INC,MTCH
026061,P,LC,15850,55487,2020-07-01,E,MATCH GROUP INC,MTCH
026069,C,LC,91128,50323,2006-02-28,2020-11-25,GULFPORT ENERGY CORP,GPOR
026069,P,LC,21219,50323,2021-05-18,E,GULFPORT ENERGY CORP,GPOR
026147,P,LC,15694,55417,2015-09-18,E,PENUMBRA INC,PEN
026156,P,LC,15707,55421,2015-11-02,E,HEWLETT PACKARD ENTERPRISE,HPE
026162,P,LC,16562,55847,2017-01-26,E,ANAPTYSBIO INC,ANAB
026269,P,LC,15788,55462,2015-10-29,2020-11-30,MYOKARDIA INC,MYOK
026304,P,LC,15797,55470,2015-11-30,2018-04-30,CSRA INC,CSRA.1
026305,P,LC,16591,12654,2017-02-01,E,LAUREATE EDUCATION INC,LAUR
026349,P,LC,15831,55477,2015-11-19,E,AXSOME THERAPEUTICS INC,AXSM
026359,P,LC,17104,56148,2017-11-09,E,APELLIS PHARMACEUTICALS,APLS
026367,P,LC,15826,55474,2015-11-19,E,BLOCK INC,XYZ
026381,P,LC,15850,55487,2015-11-19,2020-06-30,MATCH GROUP INC -OLD,MTCH.5
026494,P,LC,15909,55509,2015-12-10,E,ATLASSIAN CORP,TEAM
026495,P,LC,15921,55517,2016-03-04,2022-07-29,WELBILT INC,WBT
026567,P,LC,91437,51184,2019-10-15,E,FREEDOM HOLDING CORP,FRHC
026590,P,LC,16087,55585,2016-07-05,E,FORTIVE CORP,FTV
026658,P,LC,15859,55493,2015-12-17,2025-01-31,AVANGRID INC,AGR
026709,P,LC,16279,55687,2016-10-03,2019-10-31,VERSUM MATERIALS INC,VSM
026722,P,LC,16051,55562,2016-05-31,2021-03-31,ACACIA COMMUNICATIONS INC,ACIA
026725,P,LC,16688,55924,2017-04-19,E,YANGTZE RIV PORT & LGSTC LTD,YRIV
026746,P,LC,16304,55697,2016-09-30,E,NUTANIX INC,NTNX
026749,P,LC,91575,51423,2016-07-01,E,HERC HOLDINGS INC,HRI
026818,P,LC,15934,55519,2016-02-11,2018-05-31,AVEXIS INC,AVXS
026839,P,LC,21597,58502,2021-07-15,E,PHILLIPS EDISON & CO INC,PECO
026864,P,LC,16021,55527,2016-04-15,E,PERMIAN RESOURCES CORP,PR
026874,P,LC,15937,55521,2016-02-03,E,EDITAS MEDICINE INC,EDIT
026892,P,LC,16068,55572,2016-05-31,2023-09-29,REATA PHARMACEUTICALS INC,RETA
027014,P,LC,16119,55595,2016-06-10,E,ATKORE INC,ATKR
027054,P,LC,16429,55773,2016-11-07,2019-07-31,LIBERTY EXPEDIA HOLDINGS INC,LEXEA
027119,P,LC,16044,55557,2016-05-16,E,INGEVITY CORP,NGVT
027148,P,LC,16149,55607,2016-07-15,2017-06-30,ADVANCEPIERRE FOODS HOLDINGS,APFH
027155,P,LC,16064,55568,2016-05-31,E,INTELLIA THERAPEUTICS INC,NTLA
027187,P,LC,14811,54311,2018-01-01,E,LIBERTY MEDIA FORMULA ONE,FWONK
027187,J,LC,14811,54311,2016-04-18,2017-12-31,LIBERTY MEDIA FORMULA ONE,FWONK
027187,J,LC,13757,54311,2018-01-01,E,LIBERTY MEDIA FORMULA ONE,FWONK
027187,P,LC,13757,54311,2016-04-18,2017-12-31,LIBERTY MEDIA FORMULA ONE,FWONK
027215,P,LC,23506,59433,2022-12-01,E,F&G ANNUITIES & LIFE INC,FG
027245,P,LC,16073,55575,2016-05-31,2018-08-31,COTIVITI HOLDINGS INC,COTV
027364,P,LC,16140,55601,2016-06-23,E,TWILIO INC,TWLO
027373,P,LC,16338,55711,2016-09-23,E,VALVOLINE INC,VVV
027386,P,LC,16554,55841,2017-01-27,E,JELD-WEN HOLDING INC,JELD
027387,P,LC,16182,55623,2016-07-21,E,IMPINJ INC,PI
027393,P,LC,16498,55806,2017-01-04,E,HILTON GRAND VACATIONS,HGV
027394,P,LC,16499,55807,2017-01-04,E,PARK HOTELS & RESORTS,PK
027575,P,LC,16434,55775,2016-10-28,E,ACUSHNET HOLDINGS CORP,GOLF
027576,P,LC,16284,55614,2016-09-06,E,SIMPLY GOOD FOODS COMPANY,SMPL
027638,P,LC,16347,55718,2016-11-01,E,ALCOA CORP,AA
027652,P,LC,16171,55617,2016-07-28,E,KINSALE CAPITAL GROUP INC,KNSL
027653,P,LC,18145,56542,2018-10-25,E,YETI HOLDINGS INC,YETI
027665,P,LC,16253,55670,2016-08-04,E,FIRST HAWAIIAN INC,FHB
027670,P,LC,16263,55673,2016-08-11,E,PROTAGONIST THERAPEUTICS INC,PTGX
027677,P,LC,16402,55761,2021-01-21,2021-11-30,EXTRACTION OIL & GAS INC,XOG
027677,P,LC,16402,55761,2016-10-12,2020-06-24,EXTRACTION OIL & GAS INC,XOG
027716,P,LC,91832,51819,2016-07-25,E,MADRIGAL PHARMACEUTICALS INC,MDGL
027760,P,LC,86889,16506,1999-05-05,2024-03-04,BOWFLEX INC,BFXXQ
027760,N,LX,86889,16506,1999-05-05,1999-05-31,BOWFLEX INC,BFXXQ
027766,P,LC,83583,31650,1996-05-21,2004-11-30,WELLPOINT HEALTH NETWRKS INC,WLP.1
027786,P,LC,78877,11937,1993-02-05,2020-06-26,EXPAND ENERGY CORP,EXE
027786,P,LC,20583,11937,2021-02-10,E,EXPAND ENERGY CORP,EXE
027794,P,LC,78875,11946,2025-09-29,E,WOLFSPEED INC,WOLF
027794,C,LC,78875,11946,2025-09-01,2025-09-28,WOLFSPEED INC,WOLF
027794,P,LC,78875,11946,1993-02-09,2025-08-31,WOLFSPEED INC,WOLF
027816,P,LC,78889,11948,1993-02-10,2011-12-01,GLOBAL INDUSTRIES LTD,GLBL.1
027819,P,LC,16400,55675,2016-10-31,2018-12-27,STELLAR ACQUISITION III INC,STLR.1
027841,P,LC,18224,56578,2018-11-09,E,ALPHA METALLURGICAL RESOURCE,AMR
027845,P,LC,78916,11965,1993-02-17,2020-05-29,ALLERGAN PLC,AGN
027874,P,LC,16287,55692,2016-09-16,2024-07-31,EVERBRIDGE INC,EVBG
027882,P,LC,82640,29559,1995-11-02,2011-07-29,PRIMEDIA INC,PRM.2
027885,P,LC,16309,55701,2016-09-21,E,TRADE DESK INC,TTD
027907,P,LC,16318,55704,2016-09-22,E,E.L.F. BEAUTY INC,ELF
027914,P,LC,48653,20950,1993-03-08,E,HUMANA INC,HUM
027925,P,LC,78955,12009,1993-04-30,2023-11-30,AVID TECHNOLOGY INC,AVID
027928,P,LC,78975,12011,1993-03-12,E,INTUIT INC,INTU
027937,P,LU,78999,12013,1993-03-16,2016-09-30,PACIFIC SUNWEAR CALIF INC,PSUNQ
027965,P,LC,78987,12027,1993-03-19,E,MICROCHIP TECHNOLOGY INC,MCHP
027980,P,LC,78977,12037,1993-04-06,2016-04-15,JARDEN CORP,JAH
027981,P,LU,78963,12036,1993-03-24,2024-01-31,CHICOS FAS INC,CHS
028018,C,LC,78972,12053,2010-11-01,2010-11-22,GYMBOREE CORP,0160A
028018,P,LC,78972,12053,1993-03-31,2010-10-31,GYMBOREE CORP,0160A
028022,P,LU,79072,12058,1993-04-01,E,BANCFIRST CORP/OK,BANF
028084,P,LC,16382,55747,2016-10-06,2023-03-31,COUPA SOFTWARE INC,COUP
028093,P,LC,23273,59363,2022-08-31,E,ADDENTAX GROUP CORP,ATXG
028118,P,LC,79089,12074,1993-04-08,E,FOSSIL GROUP INC,FOSL
028139,P,LU,79108,12083,1993-04-14,E,SANMINA CORP,SANM
028145,P,LU,79121,12084,1993-04-15,2009-07-31,WIND RIVER SYSTEMS INC,WIND.1
028176,P,LU,79133,29805,1993-04-23,E,APTARGROUP INC,ATR
028180,P,LU,79103,12097,1993-04-23,E,O'REILLY AUTOMOTIVE INC,ORLY
028192,P,LC,24643,20060,2016-11-01,E,HOWMET AEROSPACE INC,HWM
028194,P,LC,88597,39140,2000-09-13,E,AVIENT CORP,AVNT
028195,P,LU,79094,12108,1993-04-29,E,JABIL INC,JBL
028216,P,LC,79210,29863,1993-05-04,E,REINSURANCE GROUP AMER INC,RGA
028256,P,LC,79212,29842,1993-05-12,2010-06-25,XTO ENERGY INC,XTO
028296,P,LU,79159,12146,1993-05-20,2017-04-28,CLAYTON WILLIAMS ENERGY INC,CWEI
028317,P,LC,79192,12158,1993-05-25,2007-11-07,STATION CASINOS INC,STN.1
028320,P,LC,79157,12165,1993-05-27,2007-10-12,CDW CORP,CDW
028320,P,LC,13949,54426,2013-06-27,E,CDW CORP,CDW
028342,P,LU,79254,12170,1993-06-01,2007-06-29,SKY FINANCIAL GROUP INC,SKYF.
028349,P,LC,79323,29870,1993-06-03,E,ALLSTATE CORP,ALL
028367,P,LC,16386,55752,2016-10-20,E,IRHYTHM HOLDINGS INC,IRTC
028397,P,LU,79299,12185,1993-06-08,E,PAPA JOHNS INTERNATIONAL INC,PZZA
028420,P,LC,16381,55746,2016-10-28,E,BLACKLINE INC,BL
028470,P,LC,16398,55758,2016-10-26,2020-04-30,RA PHARMACEUTICALS INC,RARX
028477,P,LU,79265,12214,1993-06-22,2021-05-28,FLIR SYSTEMS INC,FLIR
028499,P,LC,16343,55716,2016-11-01,E,YUM CHINA HOLDINGS INC,YUMC
028564,P,LC,79444,29930,2017-03-01,2018-05-09,STONE ENERGY CORP,SGY
028564,P,LC,79444,29930,1993-07-09,2017-02-28,STONE ENERGY CORP,SGY
028590,C,LC,18649,21414,1993-07-27,E,BRINKS CO,BCO
028590,C,LC,18649,21414,1962-01-31,1980-12-31,BRINKS CO,BCO
028590,C,LC,18649,21414,1950-01-01,1962-01-30,BRINKS CO,BCO
028600,P,LU,79392,12277,1993-07-16,2005-04-29,HOLLYWOOD ENTERTAINMENT CORP,HLYW
028622,P,LU,79366,12291,1993-07-21,2005-11-15,FLYI INC,FLYIQ
028637,P,LU,79428,12297,1993-07-22,2005-06-30,UNITEDGLOBALCOM INC  -CL A,UCOMA
028648,P,LU,79411,12305,1993-07-23,2015-03-31,PETSMART INC,PETM
028701,C,LC,28353,21485,1993-08-02,2001-12-12,RALSTON PURINA CO,RAL.
028719,P,LC,16497,55805,2017-01-03,E,CONDUENT INC,CNDT
028742,P,LU,79545,29936,1993-08-13,E,BORGWARNER INC,BWA
028744,P,LU,79505,12359,1993-08-13,2006-07-31,MANUGISTICS GROUP INC,MANU.1
028787,P,LC,79517,12375,1993-08-25,2008-05-23,PERFORMANCE FOOD GROUP CO,PFGC
028787,P,LC,15724,55428,2015-10-01,E,PERFORMANCE FOOD GROUP CO,PFGC
028790,P,LC,16431,55778,2016-11-10,E,LAMB WESTON HOLDINGS INC,LW
028806,C,LC,80069,12204,2004-09-03,E,ARROWHEAD PHARMACEUTICAL INC,ARWR
028806,C,LC,80069,12204,1993-12-14,1994-07-20,ARROWHEAD PHARMACEUTICAL INC,ARWR
028853,P,LC,79564,12407,1993-09-17,E,ARRIS INTERNATIONAL PLC,ARRS
028858,P,LC,79617,12408,1993-09-17,2008-12-01,PHILADELPHIA CONS HLDG CORP,PHLY
028877,P,LC,79588,12415,1993-09-21,2016-03-02,KEURIG DR PEPPER INC,KDP
028877,P,LC,17942,56438,2018-07-10,E,KEURIG DR PEPPER INC,KDP
028924,P,LU,79667,29955,1993-09-28,2019-08-30,BARNES & NOBLE INC,BKS
028930,P,LC,85913,30005,1998-05-01,E,MARRIOTT INTL INC,MAR
028930,J,LC,85913,30005,1998-03-30,1998-04-30,MARRIOTT INTL INC,MAR
028940,P,LC,79668,29956,1993-09-30,E,BELDEN INC,BDC
029001,P,LU,79724,12473,1993-10-13,2015-10-30,OM GROUP INC,OMG
029011,P,LU,79758,29992,1993-10-15,E,BOYD GAMING CORP,BYD
029015,P,LU,79686,12484,1993-10-15,E,DECKERS OUTDOOR CORP,DECK
029028,P,LC,87055,7882,1993-10-22,E,COSTCO WHOLESALE CORP,COST
029085,P,LC,79683,12515,1993-10-28,2008-08-29,CREDENCE SYSTEMS CORP,CMOS
029095,P,LU,79718,12522,1993-10-29,2006-01-03,MERCURY INTERACTIVE CORP,MERQ.1
029101,P,LU,79824,12525,1993-11-01,E,FIRST FINL BANKSHARES INC,FFIN
029108,P,LU,79857,12530,1993-11-02,E,PATTERSON-UTI ENERGY INC,PTEN
029127,P,LU,79906,30033,1993-11-04,E,INCYTE CORP,INCY
029133,P,LU,79839,12539,1993-11-05,E,ITRON INC,ITRI
029143,P,LU,79795,12549,1993-11-09,E,AMERISTAR CASINOS INC,ASCA.1
029150,P,LU,79881,12546,1993-11-09,E,URBAN OUTFITTERS INC,URBN
029156,P,LC,79878,12553,1993-11-10,E,UFP INDUSTRIES INC,UFPI
029169,P,LU,79908,30035,1993-11-12,2001-11-30,LOUIS DREYFUS NAT GAS CORP,LD.1
029173,P,LU,79915,30044,1993-11-12,2019-02-28,OVINTIV EXPLORATION INC,NFX.1
029217,P,LU,79866,12574,1993-11-16,2025-07-31,RADIUS RECYCLING INC,RDUS
029227,P,LD,79788,12586,1993-11-17,1998-12-31,ALLIED CAPITAL CORP-OLD,ALLC.1
029241,P,LC,79879,12583,1993-11-17,E,VIAVI SOLUTIONS INC,VIAV
029246,P,LU,79796,12591,1993-11-18,2017-09-30,ASTORIA FINANCIAL CORP,AF
029264,P,LC,79922,30050,1993-11-19,E,TALBOTS INC,TLB
029278,P,LU,79847,12604,1993-11-23,2011-02-28,MARTEK BIOSCIENCES CORP,MATK
029282,P,LC,79859,12608,1993-11-23,E,FLAGSTAR BANK NA,FLG
029312,P,LU,79977,12630,1993-12-02,E,HUMAN GENOME SCIENCES INC,HGSI
029345,P,LU,79973,12646,1993-12-08,2007-10-31,GATEWAY INC,GTW
029347,P,LU,80104,30090,1993-12-08,2001-05-31,UTI ENERGY CORP,UTI.1
029353,P,LC,80032,12651,1993-12-09,2013-02-28,SHAW GROUP INC,SHAW
029356,P,LC,80055,12656,1993-12-09,2005-07-29,VERITAS SOFTWARE CORP,VRTS.1
029381,P,LC,79991,12667,1993-12-13,2005-12-30,MACROMEDIA INC,MACR.
029382,P,LU,80034,12669,1993-12-13,E,MADDEN STEVEN LTD,SHOO
029386,P,LC,80049,12675,1993-12-14,2014-12-31,TRIQUINT SEMICONDUCTOR INC,TQNT
029392,P,LU,80080,30070,1994-01-04,E,EASTMAN CHEMICAL CO,EMN
029453,C,LC,84723,15434,2001-03-05,E,CHENIERE ENERGY INC,LNG
029453,C,LC,84723,15434,1997-04-11,2000-12-13,CHENIERE ENERGY INC,LNG
029473,P,LC,16631,55850,2017-03-06,2018-10-17,GORES HOLDINGS II INC,GSHT
029492,P,LC,79956,12733,1993-12-28,2008-06-04,COMMERCE GROUP INC/MA,CGI.1
029511,P,LC,80079,30069,1994-01-25,2015-12-08,CYTEC INDUSTRIES INC,CYT.1
029565,P,LC,16553,55840,2017-01-27,2020-01-31,JAGGED PEAK ENERGY INC,JAG.1
029609,P,LU,80167,12569,1994-01-20,E,HAIN CELESTIAL GROUP INC,HAIN
029621,P,LC,80114,12793,1994-01-25,2025-01-31,STEEL CONNECT INC,STCN
029645,P,LU,80127,12807,1994-01-28,2004-10-29,GREENPOINT FINANCIAL CORP,GPT.1
029677,P,LU,80249,12818,1994-02-03,2004-02-27,IGEN INC,IGEN.
029710,P,LC,76697,10972,1994-01-31,2016-03-23,HEALTH NET INC,HNT
029733,P,LC,80204,30260,1994-02-17,E,MARTIN MARIETTA MATERIALS,MLM
029736,P,LU,80286,12863,1994-02-18,E,TRACTOR SUPPLY CO,TSCO
029751,P,LU,80191,30249,1994-03-11,E,ALBEMARLE CORP,ALB
029755,P,LC,80193,30251,1994-02-23,E,BEAZER HOMES USA INC,BZH
029791,P,LC,80266,12884,1994-02-28,2016-08-16,QLOGIC CORP,QLGC
029819,P,LC,16544,55837,2017-02-02,2018-03-29,BIOVERATIV INC,BIVV
029830,P,LC,80361,12895,1994-03-03,2015-07-01,WESTROCK CO,WRK
029830,P,LC,21186,21913,2015-07-02,2024-07-31,WESTROCK CO,WRK
029887,P,LC,93223,53326,2010-01-04,2016-01-29,TOWERS WATSON & CO,TW.3
029887,P,LC,88681,40158,2000-10-11,2009-12-31,TOWERS WATSON & CO,TW.3
029899,P,LU,80369,12923,1994-03-16,2006-11-30,TEXAS REGL BCSHS INC  -CL A,TRBS
029901,P,LU,80320,12926,1994-03-17,E,COPART INC,CPRT
029909,P,LC,89310,12929,2002-02-22,2006-10-26,PETCO ANIMAL SUPPLIES INC,PETC
029942,P,LC,84584,31929,1997-02-14,2013-01-31,RALCORP HOLDINGS INC,RAH
029968,P,LU,80303,12961,1994-03-30,2020-03-31,AK STEEL HOLDING CORP,AKS
030007,P,LC,80485,12981,1994-04-07,2020-07-16,VIVUS INC,VVUSQ
030032,P,LC,80415,30381,1994-04-12,E,EAGLE MATERIALS INC,EXP
030059,P,LU,80432,13001,1994-04-14,E,AMERN EAGLE OUTFITTERS INC,AEO
030076,P,LC,16632,55886,2017-03-01,E,HAMILTON LANE INC,HLNE
030091,P,LC,16595,55867,2017-03-02,E,SNAP INC,SNAP
030095,P,LU,80470,13012,1994-04-21,2003-09-30,QUINTILES TRANSNATIONAL CORP,0573B
030098,P,LC,80446,13008,1994-04-25,2013-07-31,INGERSOLL RAND INC,IR
030098,P,LC,16692,55928,2017-06-01,E,INGERSOLL RAND INC,IR
030098,C,LC,16692,55928,2017-05-12,2017-05-31,INGERSOLL RAND INC,IR
030128,P,LC,80599,21606,1994-05-31,2008-09-17,LEHMAN BROTHERS HOLDINGS INC,LEHMQ
030137,P,LC,80539,13036,1994-05-03,E,NEKTAR THERAPEUTICS,NKTR
030146,P,LC,46392,6496,1999-04-28,2019-03-01,INVESTMENT TECHNOLOGY GP INC,ITG.3
030152,P,LC,80504,13046,1994-05-05,2008-05-13,SUN-TIMES MEDIA GROUP INC,SUTMQ
030161,P,LC,80568,13049,1994-05-05,2013-02-21,PSS WORLD MEDICAL INC,PSSI
030219,P,LC,80592,30401,1994-05-18,2015-10-30,BLYTH INC,BTH
030222,P,LU,80498,13092,1994-05-19,E,AMERIS BANCORP,ABCB
030234,P,LU,80557,13097,1994-06-10,2013-06-28,MCMORAN EXPLORATION CO,MMR
030241,P,LC,89790,3021,2017-02-10,2024-10-31,TELLURIAN INC,TELL
030255,P,LU,80560,13113,1994-05-26,2015-02-27,NPS PHARMACEUTICALS INC,NPSP
030259,P,LC,80563,13115,1994-05-26,E,PENN ENTERTAINMENT INC,PENN
030260,P,LU,80575,13114,1994-05-26,E,SIMPSON MANUFACTURING INC,SSD
030284,P,LC,17221,56210,2018-01-12,E,LIBERTY ENERGY INC,LBRT
030397,P,LC,16653,55901,2017-04-13,E,WARRIOR MET COAL INC,HCC
030399,P,LC,80670,13181,1994-06-28,2011-05-02,AIRTRAN HOLDINGS INC,AAI
030477,P,LU,80759,13210,1994-07-20,E,MATTHEWS INTL CORP  -CL A,MATW
030534,P,LU,80752,13226,1994-07-27,2003-09-30,HISPANIC BROADCASTING  -CL A,HSP.
030535,P,LC,16614,55877,2017-03-17,2018-05-31,MULESOFT INC,MULE
030536,P,LU,80774,13225,1994-07-27,E,GEO GROUP INC,GEO
030561,P,LU,80786,30466,1994-08-02,2002-02-28,RIGHTCHOICE MGD CARE,RIT.1
030576,P,LU,80791,13252,1994-08-10,E,ADTRAN HOLDINGS INC,ADTN
030608,P,LU,80797,13268,1994-08-16,2010-01-29,MPS GROUP INC,MPS
030612,P,LU,80795,13269,1994-08-17,2025-08-29,AMEDISYS INC,AMED
030644,P,LC,80713,30440,1994-07-07,2005-05-11,COLLINS & AIKMAN CORP,CKCRQ
030651,P,LU,80928,13300,1994-09-12,E,DARLING INGREDIENTS INC,DAR
030655,P,LC,16597,55869,2017-03-24,2024-03-28,ALTERYX INC,AYX
030662,P,LC,80924,13304,1994-09-13,E,SIRIUS XM HOLDINGS INC,SIRI
030671,P,LU,80864,30474,1994-09-16,E,RELIANCE INC,RS
030674,P,LU,80918,13098,1994-09-19,2017-02-28,ARIAD PHARMACEUTICALS INC,ARIA.1
030697,P,LC,80913,13331,1994-09-27,2010-02-05,AFFILIATED COMPUTER SERVICES,ACS
030727,P,LC,91437,51184,2006-09-21,2011-09-29,BMB MUNAI INC -OLD,BMBM.1
030736,P,LC,16649,55899,2017-04-07,E,OKTA INC,OKTA
030861,P,LC,80987,13394,1994-10-25,2017-09-08,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
030861,P,LC,12473,53620,2017-09-11,E,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
030865,C,LC,22947,20449,1994-10-25,2006-03-31,CINERGY CORP,DUK6
030865,C,LC,22947,20449,1962-01-31,1980-12-31,CINERGY CORP,DUK6
030865,C,LC,22947,20449,1951-01-01,1962-01-30,CINERGY CORP,DUK6
030870,P,LC,80957,13398,2010-02-10,2022-05-16,ASPEN TECHNOLOGY INC,AZPN
030870,P,LC,80957,13398,1994-10-26,2008-02-18,ASPEN TECHNOLOGY INC,AZPN
030870,P,LC,23063,59277,2022-05-17,2025-03-31,ASPEN TECHNOLOGY INC,AZPN
030932,P,LU,81095,13413,1994-11-07,E,NORTHWEST BANCSHARES INC,NWBI
030950,C,LC,50972,21183,2017-01-01,2017-01-17,MEDIA GENERAL INC,MEG.2
030950,P,LC,50972,21183,2013-11-29,2016-12-31,MEDIA GENERAL INC,MEG.2
030962,P,LC,16654,55903,2017-04-13,2021-10-29,CADENCE BANCORPORATION,CADE.3
030990,P,LC,81055,30513,1994-11-16,E,CAPITAL ONE FINANCIAL CORP,COF
030999,P,LC,16655,55904,2017-04-28,E,CARVANA CO,CVNA
031004,P,LC,16657,55906,2017-04-28,2021-10-29,CLOUDERA INC,CLDR
031041,P,LC,90296,45435,2004-07-19,2006-03-03,TELEWEST COMMUNICATIONS PLC,TLWT
031062,P,LU,81071,13443,1994-11-22,2008-02-29,ALABAMA NATL BANCORPORATION,ALAB.1
031109,P,LC,16738,55956,2017-05-04,E,ANTERO MIDSTREAM CORP,AM
031122,C,LU,81138,13457,2017-02-01,2017-02-28,APOLLO EDUCATION GROUP INC,APOL
031122,P,LU,81138,13457,1994-12-06,2017-01-31,APOLLO EDUCATION GROUP INC,APOL
031147,P,LC,81162,13462,1994-12-09,2015-08-03,MICREL INC,MCRL
031166,P,LU,81126,30827,1994-12-14,2006-04-28,GUIDANT CORP,GDT.1
031168,P,LC,81178,13467,1994-12-14,2006-09-29,RSA SECURITY INC,RSAS
031203,N,LX,81173,13480,2017-05-03,2017-05-03,STILLWATER MINING CO,SWC
031203,P,LC,81173,13480,1994-12-16,2017-05-03,STILLWATER MINING CO,SWC
031223,P,LU,81172,13489,1994-12-20,2005-11-03,ORTHOSYNETICS INC,OCAI
031224,C,LU,81128,30829,1994-12-20,E,ITT EDUCATIONAL SERVICES INC,ESINQ
031227,P,LC,88379,37746,2004-05-11,E,NUTRISYSTEM INC,NTRI
031227,P,LC,88379,37746,2000-06-16,2001-05-24,NUTRISYSTEM INC,NTRI
031236,P,LC,16698,55932,2017-05-25,E,APPIAN CORP,APPN
031252,P,LC,16771,55962,2018-01-01,E,MAGNOLIA OIL & GAS CORP,MGY
031252,J,LC,16771,55962,2017-06-26,2017-12-31,MAGNOLIA OIL & GAS CORP,MGY
031295,P,LC,17950,56444,2018-07-26,2023-09-29,FOCUS FINANCL PRTNR INC,FOCS
031448,P,LU,81188,30840,1995-02-01,2004-12-31,COX COMMUNICATIONS INC,0059A
031453,P,LU,81220,13521,1995-01-24,E,INSIGHT ENTERPRISES INC,NSIT
031460,P,LU,81222,13524,1995-01-25,E,UPBOUND GROUP INC,UPBD
031477,P,LU,81241,13539,1995-02-02,E,AZENTA INC,AZTA
031521,P,LC,81254,12949,1995-03-31,E,STONEX GROUP INC,SNEX
031549,P,LC,81262,13582,1995-02-22,2007-03-30,CAREMARK RX INC,CMX.1
031554,P,LC,81293,30853,1995-02-23,2009-12-31,MARVEL ENTERTAINMENT INC,MVL
031560,P,LU,81292,30852,1995-02-24,2019-09-30,SPEEDWAY MOTORSPORTS INC,TRK
031564,P,LU,81282,13587,1995-02-24,E,ACI WORLDWIDE INC,ACIW
031587,P,LC,81481,13603,1995-03-07,E,DOLLAR TREE INC,DLTR
031607,P,LU,81501,13617,1995-03-14,2023-10-31,NATIONAL INSTRUMENTS CORP,NATI
031620,P,LU,81509,13623,1995-03-16,2001-02-28,SDL INC,SDLI
031643,P,LU,81301,30861,1995-03-27,2001-12-31,LIBERTY FINANCIAL COS INC,L.3
031673,P,LC,81540,13650,1995-04-04,E,CENCORA INC,COR
031692,P,LC,81541,13660,1995-04-07,2019-03-21,MB FINANCIAL INC/MD,MBFI
031707,P,LC,81530,30877,1995-04-11,2011-10-21,PMI GROUP INC,PPMIQ
031752,P,LU,81584,13695,1995-04-27,E,CBIZ INC,CBZ
031774,P,LC,16816,56000,2017-08-07,E,BRIGHTHOUSE FINANL INC,BHF
031803,P,LC,18953,56823,2020-10-29,E,ADVANTAGE SOLUTIONS INC,ADV
031846,P,LC,81655,30886,1995-05-30,E,DARDEN RESTAURANTS INC,DRI
031849,P,LC,81654,30885,1995-05-25,2011-02-15,BORDERS GROUP INC,BGPIQ
031881,P,LC,81705,13750,1995-06-01,2016-09-19,FEI CO,FEIC
031887,P,LU,81736,13753,1995-06-02,E,RESMED INC,RMD
032046,P,LC,16814,55999,2017-07-14,2020-10-30,AKCEA THERAPEUTICS INC,AKCA
032102,P,LC,16829,56014,2017-07-28,E,REDFIN CORP,RDFN
032106,P,LC,75034,20253,2017-07-05,E,BAKER HUGHES CO,BKR
032245,P,LC,15432,55316,2017-07-25,2024-05-31,ALPINE IMMUNE SCIENCES INC,ALPN
032280,P,LC,91275,41998,2006-05-10,2011-09-25,STARZ,STRZA
032280,P,LC,89130,41998,2001-08-10,2006-05-09,STARZ,STRZA
032280,P,LC,13008,53884,2011-09-26,2016-12-30,STARZ,STRZA
032348,P,LC,16928,56062,2017-09-20,E,KRYSTAL BIOTECH INC,KRYS
032355,P,LC,16964,56082,2017-09-29,2019-10-27,SOCIAL CAPITAL HDA HDG,IPOA
032356,P,LC,16923,56058,2017-09-20,E,CELCUITY INC,CELC
032372,P,LC,17039,56122,2017-11-29,E,CORE NATURAL RESOURCES INC,CNR
032382,P,LC,16932,56066,2017-09-28,E,ROKU INC,ROKU
032383,P,LC,16924,56059,2017-09-28,2024-06-28,DECIPHERA PHRMCTAL INC,DCPH
032469,P,LC,16966,56084,2017-10-06,2022-12-30,SWITCH INC,SWCH
032483,P,LC,17201,56115,2017-12-08,2020-01-20,MOSAIC ACQ CORP,MOSC
032526,P,LC,16968,56086,2017-10-19,E,MONGODB INC,MDB
032530,P,LC,17034,56117,2017-11-01,2025-03-31,ALTAIR ENGINEERING INC,ALTR
032541,P,LC,16967,56085,2017-10-12,E,CARGURUS INC,CARG
032571,P,LC,17106,56150,2017-11-10,E,BANDWIDTH INC,BAND
032574,P,LC,16971,56087,2017-10-26,E,NATIONAL VISION HOLDINGS INC,EYE
032610,P,LC,17035,56118,2017-11-02,2023-05-31,EVOQUA WATER TECH,AQUA
032641,P,LC,17037,56120,2017-11-17,2022-08-31,SAILPOINT TECHNO HLDG,SAIL.2
032675,P,LC,17097,56143,2017-11-15,2019-01-31,SENDGRID INC,SEND
032688,P,LC,17038,56121,2017-11-17,E,STITCH FIX INC,SFIX
032767,P,LC,17787,56352,2018-05-31,E,EQUITABLE HOLDINGS INC,EQH
