GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
032771,P,LC,15782,55406,2017-12-01,E,WILLSCOT HOLDINGS CORP,WSC
032771,C,LC,15782,55406,2017-11-30,2017-11-30,WILLSCOT HOLDINGS CORP,WSC
032775,P,LC,17125,56163,2017-12-08,E,DENALI THERAPEUTCS INC,DNLI
032809,P,LC,17133,56168,2017-12-08,E,ASTRANA HEALTH INC,ASTH
032898,P,LC,17367,56235,2018-03-02,2020-06-10,NEBULA ACQUISITON CORP,NEBU
032930,P,LC,17223,56212,2018-01-19,E,ADT INC,ADT
032935,P,LC,17315,56267,2018-02-09,E,CARDLYTICS INC,CDLX
032938,P,LC,17281,56251,2018-02-08,E,CACTUS INC,WHD
032980,P,LS,17226,56213,2018-01-19,E,AMERICOLD REALTY TRUST,COLD
033037,P,LC,17341,56287,2018-03-16,E,ZSCALER INC,ZS
033110,P,LC,19655,57256,2020-09-16,E,STEPSTONE GROUP INC,STEP
033111,P,LC,17684,56269,2018-04-16,2019-11-10,DFB HEALTHCARE ACQ,DFBH
033152,P,LC,17342,56288,2018-03-23,E,DROPBOX INC,DBX
033185,P,LC,17372,56305,2018-03-29,2020-07-30,UNUM THERAPEUTICS INC OLD,UMRX.1
033195,N,LX,24655,59745,2023-12-04,E,HUT 8 CORP,HUT
033195,P,LC,24655,59745,2023-12-04,E,HUT 8 CORP,HUT
033243,P,LC,17794,56358,2018-06-01,E,WYNDHAM HOTELS & RESRTS,WH
033275,P,LC,17701,56346,2018-04-27,2025-01-31,SMARTSHEET INC,SMAR
033301,P,LC,17685,56335,2018-04-27,E,DOCUSIGN INC,DOCU
033326,P,LC,17783,56347,2018-05-09,2025-07-31,CHAMPIONX CORP,CHX
033424,P,LC,17801,56365,2018-05-31,E,CONSTRUCTION PRTNR INC,ROAD
033433,P,LC,19950,57226,2021-10-21,2023-11-03,WEWORK INC,WEWKQ
033435,P,LC,17799,56363,2018-05-31,E,INSPIRE MEDICAL SYSTEM,INSP
033439,P,LC,17792,56357,2018-06-01,2021-05-28,PERSPECTA INC,PRSP
033445,P,LC,17821,56378,2018-05-24,E,SCHOLAR ROCK HOLDNG CRP,SRRK
033446,P,LC,17788,56353,2018-05-17,2021-04-30,PLURALSIGHT INC,PS.2
033493,P,LC,17907,56382,2018-06-11,2020-06-03,VECTOIQ ACQ CORP,VTIQ.1
033610,P,LC,17855,56390,2018-06-15,2022-10-31,AVALARA INC,AVLR
033621,P,LC,17987,56432,2018-07-30,2020-02-09,GS ACQUISITION HLDGS CORP,GSAH.
033641,P,LC,17878,56403,2018-06-20,2021-01-29,EIDOS THERAPEUTICS INC,EIDX.
033647,P,LC,17859,56392,2018-07-02,2022-04-29,VEONEER INC,VNE
033652,P,LC,38850,21623,2018-06-01,E,CHAMPION HOMES INC,SKY
033668,P,LC,17949,56445,2018-07-25,E,BLOOM ENERGY CORP,BE
033696,P,LC,17883,56406,2018-06-28,2020-04-30,FORTY SEVEN INC,FTSV
033703,C,LC,17977,56465,2018-07-19,2021-04-30,TILRAY INC -OLD,TLRY.1
033718,P,LC,17864,56394,2018-06-28,E,BJS WHSL CLUB HLDGS INC,BJ
033721,P,LC,17948,56442,2018-07-19,2025-05-30,ALLAKOS INC,ALLK
033723,P,LC,17959,56453,2018-07-18,E,CRINETICS PHARMCTCL INC,CRNX
033750,P,LC,18736,56775,2019-06-17,2023-03-31,IAA INC,IAA
033759,P,LC,17944,56441,2018-07-26,E,TENABLE HOLDINGS INC,TENB
033767,P,LC,18011,56473,2018-08-02,E,SONOS INC,SONO
033868,P,LC,18184,56480,2018-10-01,2020-10-29,SPARTAN ENRGY ACQST CRP,SPAQ.1
033948,N,LX,26653,60302,2025-05-16,E,GALAXY DIGITAL INC,GLXY
033948,P,LC,26653,60302,2025-05-16,E,GALAXY DIGITAL INC,GLXY
033951,P,LC,18064,56500,2018-10-01,E,FRONTDOOR INC,FTDR
033955,P,LC,18062,56498,2018-09-21,E,ELANCO ANIMAL HLTH INC,ELAN
034010,P,LC,11644,9465,2018-08-14,E,COMSTOCK RESOURCES INC,CRK
034015,P,LC,18126,56526,2018-09-14,2020-09-30,PRINCIPIA BIOPHARMA,PRNB
034048,P,LC,18138,56537,2018-10-11,2024-01-03,RIO TINTO LITHIUM,ALTM
034053,P,LC,18142,56539,2018-10-29,E,RESIDEO TECHNOLOGIES,REZI
034077,P,LC,18100,56514,2018-09-27,E,ARVINAS INC,ARVN
034101,P,LC,18134,56533,2018-10-03,E,UPWORK INC,UPWK
034102,P,LC,18135,56534,2018-10-01,E,GUARDANT HEALTH INC,GH
034118,P,LC,18203,56563,2018-10-01,E,KODIAK SCIENCES INC,KOD
034140,P,LC,18097,56511,2018-09-26,2023-06-30,MOMENTIVE GLOBAL INC,MNTV
034161,P,LC,18137,56536,2018-10-11,E,ALLOGENE THERAPEUTICS,ALLO
034171,P,LC,18162,56547,2018-10-26,2020-09-29,GRAF INDUSTRIAL CORP,GRAF.1
034236,P,LS,18141,56538,2018-10-12,2022-06-30,ANAPLAN INC,PLAN
034241,P,LC,18214,56573,2018-10-31,E,TWIST BIOSCIENCE CORP,TWST
034300,P,LC,16631,55850,2018-10-18,E,VERRA MOBILITY CORP,VRRM
034326,P,LC,20345,57674,2021-01-28,2023-06-30,QUALTRICS INTERNATIONAL INC,XM
034337,P,LC,18150,56546,2018-11-13,2024-07-31,EQUITRANS MID CORP,ETRN
034342,P,LC,18190,56556,2018-10-31,2024-11-29,AXONICS INC,AXNX
034410,P,LC,18312,56611,2018-12-07,E,MODERNA INC,MRNA
034418,P,LC,18368,56629,2019-01-31,E,NEW FORTRESS ENERGY INC,NFE
034443,P,LC,18428,56668,2019-04-02,E,DOW INC,DOW
034446,P,LC,19058,56932,2019-11-07,2023-05-10,SILVERGATE CAPITAL CORP,SICP
034447,P,LC,18572,56715,2019-05-02,E,BEYOND MEAT INC,BYND
034544,P,LC,18453,56646,2019-03-25,2020-12-02,GORES METROPOULOS INC,GMHI
034584,P,LC,16400,55675,2018-12-28,E,PHUNWARE INC,PHUN
034616,P,LC,18376,56632,2019-02-07,E,ALECTOR INC,ALEC
034636,J,LC,18421,56662,2019-03-19,E,FOX CORP,FOXA
034636,P,LC,18420,56662,2019-03-19,E,FOX CORP,FOXA
034683,P,LC,18552,56644,2019-04-15,2020-10-25,DIAMONDPEAK HOLDINGS CORP,DPHC
034749,P,LC,20892,58167,2021-04-14,E,COINBASE GLOBAL INC,COIN
034765,P,LC,18327,56619,2019-02-08,2022-10-31,COVETRUS INC,CVET
034805,P,LC,18539,56638,2019-04-22,2020-10-01,TORTOISE ACQUISITION CORP,SHLL
034854,P,LC,18456,56679,2019-03-07,2024-06-28,SHOCKWAVE MEDICAL INC,SWAV
034864,P,LC,18719,56672,2019-05-03,2020-12-10,TRINE ACQUISITION CORP,TRNE
034873,P,LC,18452,56673,2019-03-29,E,LYFT INC,LYFT
034919,P,LC,18480,56687,2019-04-04,E,TRADEWEB MARKETS INC,TW
034953,P,LC,18563,56708,2019-04-17,E,PALOMAR HOLDINGS INC,PLMR
034954,P,LC,18771,56788,2019-06-27,2022-10-31,CHANGE HEALTHCARE INC,CHNG
034955,P,LC,18482,56688,2019-04-11,E,PAGERDUTY INC,PD
035005,P,LC,18484,56690,2019-04-18,E,ZOOM COMMUNICATIONS INC,ZM
035006,P,LC,18567,56712,2019-04-17,2022-08-31,TURNING POINT THERAPE INC,TPTX
035013,P,LC,18485,56691,2019-04-18,E,PINTEREST INC,PINS
035035,P,LC,18578,56720,2019-05-23,E,KONTOOR BRANDS INC,KTB
035062,P,LC,18676,56757,2019-05-02,E,TRANSMEDICS GROUP INC,TMDX
035065,P,LC,18579,56721,2019-05-17,E,AVANTOR INC,AVTR
035077,P,LC,18576,56719,2019-05-10,E,UBER TECHNOLOGIES INC,UBER
035082,P,LC,18835,56738,2019-07-03,2020-04-23,DIAMOND EAGLE ACQ CORP,DEAC
035105,P,LC,18776,56742,2019-06-21,2019-12-18,HEALTH SCNCES ACQ CORP,HSAC
035120,P,LC,18580,56722,2019-05-17,E,FASTLY INC,FSLY
035133,P,LC,18734,56773,2019-06-20,2021-07-30,SLACK TECHNOLOGIES INC,WORK
035158,P,LC,18575,56718,2019-05-08,E,PARSONS CORP,PSN
035168,P,LC,18592,56723,2019-06-03,E,CORTEVA INC,CTVA
035182,P,LC,18726,56769,2019-06-12,E,CROWDSTRIKE HOLDINGS INC,CRWD
035245,P,LC,20923,58181,2021-04-29,2025-03-31,ENDEAVOR GROUP HOLDINGS,EDR
035264,P,LC,18770,56787,2019-06-27,E,BRIDGEBIO PHARMA INC,BBIO
035267,P,LC,18772,56789,2019-06-20,2025-12-31,AKERO THERAPEUTICS INC,AKRO
035279,P,LC,18769,56786,2019-06-27,E,ADAPTIVE BIOTECH CORP,ADPT
035287,P,LC,18727,56770,2019-06-14,E,CHEWY INC,CHWY
035290,P,LC,18777,56794,2019-06-28,2024-03-28,KARUNA THERPEUTICS INC,KRTX
035374,P,LC,18787,56803,2019-07-19,2021-10-29,MEDALLIA INC,MDLA
035394,P,LC,18790,56805,2019-07-25,2020-11-30,LIVONGO HEALTH INC,LVGO
035395,P,LC,18815,56814,2019-07-25,2025-11-28,SUNNOVA ENRGY INTL INC,NOVAQ
035401,P,LC,18953,56823,2019-09-09,2020-10-28,CONYERS PARK II ACQ,CPAA.2
035402,P,LC,18938,56818,2019-09-09,2021-01-20,OAKTREE ACQ CORP,OAC
035411,P,LC,18937,56815,2019-09-16,2021-02-28,SWITCHBACK ENERGY ACQ CORP,SBE
035447,P,LC,18886,56857,2019-08-01,E,DYNATRACE INC,DT
035497,P,LC,18910,56875,2019-09-18,E,ENVISTA HOLDINGS CORP,NVST
035543,P,LC,83883,14905,2019-08-07,E,OPTION CARE HEALTH INC,OPCH
035600,P,LC,18961,56894,2019-09-13,2025-07-31,SPRINGWORKS THERAPEUTICS INC,SWTX
035603,P,LC,19064,56888,2019-11-05,2021-07-01,APEX TECHNOLOGY ACQUISITION,APXT.2
035604,P,LC,18909,56874,2019-09-13,E,CLOUDFLARE INC,NET
035614,P,LC,18915,56879,2019-10-02,E,CERENCE INC,CRNC
035617,P,LC,18912,56877,2019-09-19,2022-10-31,PING IDENTITY HOLDING CORP,PING
035620,P,LC,18911,56876,2019-09-19,E,DATADOG INC,DDOG
035622,P,LC,19076,56891,2019-11-01,2021-04-06,NEW PROVIDENCE ACQ CORP,NPA
035627,P,LC,18940,56886,2019-09-26,E,PELOTON INTERACTIVE INC,PTON
035630,P,LC,19031,56923,2019-10-03,2021-03-31,VIELA BIO INC,VIE
035638,P,LC,19032,56924,2019-10-11,E,VIR BIOTECHNOLOGY INC,VIR
035640,P,LC,18908,56873,2019-09-12,E,10X GENOMICS INC,TXG
035684,P,LC,22812,59201,2022-03-11,E,BELLRING BRANDS INC,BRBR
035708,P,LC,18968,56897,2019-10-25,E,PROGYNY INC,PGNY
035714,P,LC,19228,57019,2020-02-06,E,BEAM THERAPEUTICS INC,BEAM
035794,P,LC,19081,56955,2019-11-21,E,SITIME CORP,SITM
035808,P,LC,16964,56082,2019-10-28,E,VIRGIN GALACTIC HOLDINGS INC,SPCE
035824,P,LC,23041,59270,2022-04-04,E,NUTEX HEALTH INC,NUTX
035852,P,LC,17684,56269,2019-11-11,E,ADAPTHEALTH CORP,AHCO
035868,P,LC,19084,56959,2019-12-12,E,BILL HOLDINGS INC,BILL
035874,P,LC,19178,56994,2020-01-31,E,REYNOLDS CONSUMER PRODUCTS,REYN
035922,P,LC,19145,56980,2019-12-13,E,SPROUT SOCIAL INC,SPT
035982,P,LC,18776,56742,2019-12-19,E,IMMUNOVANT INC,IMVT
036025,P,LC,19177,56993,2020-01-31,2023-02-28,1LIFE HEALTHCARE INC,ONEM
036049,P,LC,19199,14304,2020-02-06,2021-12-31,PPD INC,PPD
036051,P,LC,19200,57007,2020-02-06,E,SCHRODINGER INC,SDGR
036083,P,LC,19201,57008,2020-02-13,E,REVOLUTION MEDICINES INC,RVMD
036114,P,LC,19331,57011,2020-04-03,2020-10-08,CHURCHILL CAPITAL CORP III,CCXX
036175,P,LC,17987,56432,2020-02-10,E,VERTIV HOLDINGS CO,VRT
036190,P,LC,19286,57037,2020-04-03,E,OTIS WORLDWIDE CORP,OTIS
036191,P,LC,19285,57036,2020-04-03,E,CARRIER GLOBAL CORP,CARR
036192,P,LC,19338,57039,2020-04-27,2020-12-16,,
036193,P,LC,19409,57095,2020-06-12,2025-07-31,AZEK COMPANY INC (THE),AZEK
036203,P,LC,19807,57315,2020-10-09,E,VONTIER CORP,VNT
036234,P,LC,19357,57071,2020-05-21,E,SELECTQUOTE INC,SLQT
036236,P,LC,19358,57072,2020-05-22,2025-02-28,INARI MEDICAL INC,NARI
036261,P,LC,19455,57064,2020-06-18,2020-12-20,SOCIAL CAP HED HOLD II,IPOB
036273,P,LC,21237,58267,2021-05-20,E,PROCORE TECHNOLGY INC,PCOR
036303,P,LC,19433,57062,2020-06-22,2020-11-17,,
036404,P,LC,18835,56738,2020-04-24,E,DRAFTKINGS INC,DKNG
036410,P,LC,19416,57075,2020-06-03,2020-11-16,B RILEY PRINC CORP II,BMRG
036463,P,LC,21617,58517,2021-08-01,E,ALIGHT INC,ALIT
036463,J,LC,21617,58517,2021-07-06,2021-07-31,ALIGHT INC,ALIT
036473,P,LC,19488,57130,2020-06-12,E,AVIDITY BIOSCIENCE INC,RNAM
036494,P,LC,19404,57092,2020-06-05,E,SHIFT4 PAYMENTS INC,FOUR
036512,P,LC,19408,57094,2020-06-09,2024-11-29,VROOM INC,VRM
036513,P,LC,19547,57112,2020-07-30,2020-10-27,,
036565,P,LC,17907,56382,2020-06-04,2025-02-25,NIKOLA CORP,NKLAQ
036598,P,LC,17367,56235,2020-06-11,E,OPEN LENDING CORP,LPRO
036600,P,LC,19484,57126,2020-06-12,E,VAXCYTE INC,PCVX
036605,P,LC,19599,57104,2020-08-17,2020-11-26,,
036607,P,LC,19593,57103,2020-08-20,2021-10-20,GS ACQUI HOLDI CORP II,GSAH
036633,P,LC,19854,57369,2020-10-15,E,EASTERN BANKSHARES INC,EBC
036641,P,LC,19576,57193,2020-08-05,E,RACKSPACE TECHNOLOGY INC,RXT
036643,P,LC,19789,57155,2020-09-11,2022-07-29,PERSHING SQ TN HOL LTD,PSTH
036660,P,LC,19504,57141,2020-07-17,2023-10-31,PHENOMEX INC,CELL
036677,P,LC,19501,57140,2020-07-16,E,RELAY THERAPEUTICS INC,RLAY
036691,P,LC,78840,11901,2020-07-01,E,PEOPLE INC,PPLI
036692,P,LC,19497,57137,2020-07-02,E,LEMONADE INC,LMND
036711,P,LC,19565,57180,2020-07-14,E,NCINO INC,NCNO
036717,P,LC,19505,57142,2020-07-22,E,JAMF HOLDING CORP,JAMF
036722,P,LC,19577,57194,2020-08-06,E,ROCKET COS INC,RKT
036728,P,LC,19605,57212,2020-08-06,2023-05-31,OAK STREET HEALTH INC,OSH
036742,P,LC,19930,57218,2020-10-05,2021-08-01,DRAGONEER GRO OPP CORP,DGNR
036754,P,LC,19575,57192,2020-08-05,E,COMMERCE.COM INC,CMRC
036756,P,LC,19751,57148,2020-09-18,2021-07-25,CHURCHILL CAPI CORP IV,CCIV
036758,P,LC,23206,59329,2022-07-25,E,GETTY IMAGES HOLDINGS INC,GETY
036781,P,LC,19950,57226,2020-10-21,2021-10-20,BOWX ACQUISITION CORP,BOWX
036788,P,LC,19578,57195,2020-08-14,2023-03-31,DUCK CREEK TECHNOL INC,DCT
036818,P,LC,19919,57213,2020-10-08,2021-04-28,STAR PEAK ENE TRA CORP,STPK
036819,P,LC,19585,57201,2020-08-21,E,KYMERA THERAPEUTIC INC,KYMR
036847,P,LC,19635,57241,2020-08-19,E,HARMONY BIOSC HOLD INC,HRMY
036868,P,LC,19956,57339,2020-10-26,2021-07-22,CM LIFE SCIENCES INC,CMLF
036898,P,LC,19794,57313,2020-09-18,E,UNITY SOFTWARE INC,U
036904,P,LC,20295,57441,2020-12-07,2021-08-29,,
036910,P,LC,19788,57309,2020-09-30,E,PALANTIR TECHNOLOG INC,PLTR
036911,P,LC,19825,57343,2020-09-17,E,DYNE THERAPEUTICS INC,DYN
036949,P,LC,17372,56305,2020-09-01,E,COGENT BIOSCIENCES INC,COGT
036949,C,LC,17372,56305,2020-07-31,2020-08-31,COGENT BIOSCIENCES INC,COGT
036950,P,LC,19657,57258,2020-09-17,E,AMERICAN WELL CORP,AMWL
036958,P,LC,20126,57323,2020-11-09,2021-08-10,REINVENT TECHNOLOGY PARTNERS,RTP
036964,P,LC,19746,57296,2020-09-30,E,ASANA INC,ASAN
037054,P,LC,19945,57424,2020-10-02,E,ACADEMY SPO AND OU INC,ASO
037068,P,LC,20178,57363,2020-11-16,2021-08-24,,
037073,P,LC,20325,57579,2020-12-08,E,NUSCALE POWER CORP,SMR
037076,P,LC,19818,57336,2020-09-23,E,BENTLEY SYSTEMS INC,BSY
037079,P,LC,20114,57400,2020-11-23,E,GLOBAL BUSINESS TRAVL GP INC,GBTG
037090,P,LC,19822,57341,2020-09-23,E,CORSAIR GAMING INC,CRSR
037106,P,LC,18162,56547,2020-09-30,2023-02-28,VELODYNE LIDAR INC,VLDR
037111,P,LC,20067,57411,2020-12-31,2021-05-28,SOCIAL CAP HEDO CORP V,IPOE
037136,P,LC,23263,59354,2022-08-08,E,DWAVE QUANTUM INC,QBTS
037147,P,LC,20601,57630,2021-02-01,2021-07-22,GORES HOLDINGS VI INC,GHVI
037180,P,LC,19857,57372,2020-10-22,2022-03-31,MCAFEE CORP,MCFE
037182,P,LC,18539,56638,2020-10-02,E,HYLIION HOLDINGS CORP,HYLN
037184,P,LC,20269,57399,2020-12-14,2021-05-19,,
037187,P,LC,19986,57460,2020-10-16,E,PRAXIS PRECIS MEDI INC,PRAX
037188,P,LC,19331,57011,2020-10-09,E,CLARITEV CORP,CTEV
037200,P,LC,19851,57368,2020-10-15,E,ARRAY TECHNOLOGIES INC,ARRY
037247,P,LC,20207,57377,2020-12-18,2021-09-30,ATLAS CREST INVES CORP,ACIC.1
037254,P,LC,19856,57371,2020-10-21,2022-06-30,DATTO HOLDING CORP,MSP
037268,P,LC,18552,56644,2020-10-26,2023-07-06,NU RIDE INC,NRDE
037275,P,LC,19547,57112,2020-10-28,2024-08-30,CEREVEL THERAPEUTICS HOLDING,CERE
037284,P,LC,19937,57416,2020-10-29,E,LESLIE'S INC,LESL
037292,P,LC,19939,57418,2020-10-30,E,ATEA PHARMACEUTICALS INC,AVIR
037306,P,LC,20357,57538,2021-01-04,2021-09-30,,
037309,P,LC,19938,57417,2020-10-29,E,ALLEGRO MICROSYSTEMS INC,ALGM
037318,P,LC,18184,56480,2020-10-30,2024-03-25,FISKER INC,FSRNQ
037338,P,LC,20062,57532,2020-11-20,E,SOTERA HEALTH CO,SHC
037354,P,LC,20059,57531,2020-11-20,E,MARAVAI LIFESCIENS HLDGS INC,MRVI
037356,P,LC,20142,57563,2020-11-17,2023-06-30,CVENT HOLDING CORP,CVT
037357,P,LC,20196,57593,2020-12-16,E,UPSTART HOLDINGS INC,UPST
037382,P,LC,20065,57534,2020-12-01,E,CONCENTRIX CORP,CNXC
037392,P,LC,19416,57075,2020-11-17,E,EOS ENERGY ENTERPRISES INC,EOSE
037407,P,LC,19433,57062,2020-11-18,E,MP MATERIALS CORP,MP
037413,P,LC,20339,57669,2021-01-13,E,AFFIRM HOLDINGS INC,AFRM
037414,P,LC,20195,57592,2020-12-11,E,CERTARA INC,CERT
037420,P,LC,20189,57587,2020-12-09,E,DOORDASH INC,DASH
037428,P,LC,20406,57554,2021-01-14,E,GRINDR INC,GRND
037449,P,LC,19599,57104,2020-11-27,E,QUANTUMSCAPE CORP,QS
037453,P,LC,20648,57999,2021-03-10,E,ROBLOX CORP,RBLX
037460,P,LC,20190,57588,2020-12-10,E,AIRBNB INC,ABNB
037472,P,LC,20452,57654,2021-01-04,2021-07-14,,
037490,P,LC,18453,56646,2020-12-03,E,LUMINAR TECHNOLOGIES INC,LAZRQ
037502,P,LC,20341,57671,2021-01-14,E,PETCO HEALTH AND WELLNESS CO,WOOF
037517,P,LC,20193,57590,2020-12-09,E,C3.AI INC,AI
037519,P,LC,19455,57064,2020-12-21,E,OPENDOOR TECHNOLOGIES INC,OPEN
037537,P,LC,18719,56672,2020-12-31,2025-04-30,DESKTOP METAL INC,DM
037562,P,LC,19338,57039,2020-12-17,E,FIRY INC,FIRY
037596,P,LC,21415,58344,2021-06-30,E,SENTINELONE INC,S
037614,P,LC,21102,57981,2021-04-19,2021-09-16,SOARING EAGLE ACQ CORP,SRNG
037646,P,LC,20347,57676,2021-01-27,E,SHOALS TECHNOLOGIES GRP INC,SHLS
037751,P,LC,20342,57672,2021-01-15,E,DRIVEN BRANDS HOLDINGS INC,DRVN
037752,P,LC,20447,57775,2021-01-15,E,PLAYTIKA HOLDING CORP,PLTK
037790,P,LC,20471,57799,2021-02-11,E,BUMBLE INC,BMBL
037811,P,LC,20470,57798,2021-02-11,2023-03-31,SIGNIFY HEALTH INC,SGFY
037851,P,LC,18938,56818,2021-01-21,E,HIMS & HERS HEALTH INC,HIMS
037871,P,LC,24698,57996,2024-01-24,E,CORE SCIENTIFIC INC,CORZ
037925,P,LC,20468,57796,2021-02-04,E,SANA BIOTCHNOLOGY INC,SANA
037961,P,LC,20975,58048,2021-04-26,E,DAVE INC,DAVE
038019,P,LC,20646,57997,2021-03-03,E,OSCAR HEALTH INC,OSCR
038022,P,LC,20876,58158,2021-03-09,E,SYMBOTIC INC,SYM
038060,P,LC,21007,58063,2021-04-22,E,RIGETTI COMPUTING INC,RGTI
038087,P,LC,23054,58080,2022-04-28,E,SOUNDHOUND AI INC,SOUN
038092,P,LC,20682,58024,2021-03-11,E,COUPANG INC,CPNG
038107,P,LC,21331,58152,2021-05-06,E,AURORA INNOVATION INC,AUR
038125,P,LC,20649,58000,2021-03-12,E,HAYWARD HOLDINGS INC,HAYW
038188,P,LC,20656,58006,2021-03-24,E,DIGITALOCEAN HOLDINGS INC,DOCN
038198,P,LC,18937,56815,2021-03-01,E,CHARGEPOINT HOLDINGS INC,CHPT
038212,P,LC,20894,58169,2021-04-15,E,APPLOVIN CORP,APP
038238,P,LC,20661,58011,2021-03-26,E,ALIGNMENT HEALTHCARE INC,ALHC
038265,P,LC,20681,58023,2021-03-31,E,COURSERA INC,COUR
038282,P,LC,20891,58166,2021-04-01,E,FRONTIER GRP HOLD INC,ULCC
038342,P,LC,20870,58153,2021-03-12,2023-06-30,PROMETHEUS BIOSCNC INC,RXDX
038375,P,LC,21619,58518,2021-07-08,E,OKLO INC,OKLO
038412,P,LC,20920,58180,2021-04-21,E,DOUBLEVERIFY HOLD INC,DV
038447,P,LC,20899,58172,2021-04-22,2023-02-28,KNOWBE4 INC,KNBE
038461,P,LC,20893,58168,2021-04-15,E,AGILON HEALTH INC,AGL
038474,P,LC,20898,58171,2021-04-16,E,RECURSION PHARMA INC,RXRX
038477,P,LC,23517,59441,2022-11-29,E,LEONARDO DRS INC,DRS
038488,P,LC,20916,58179,2021-04-01,E,COMPASS INC,COMP
038493,P,LC,20900,58173,2021-04-22,2022-10-31,ZYMERGEN INC,ZY.1
038594,P,LC,21087,58215,2021-04-29,E,PRIVIA HEALTH GROUP INC,PRVA
038596,P,LC,20895,58170,2021-04-15,E,CREATEAI HOLDINGS INC,TSPH
038598,P,LC,19076,56891,2021-04-07,E,AST SPACEMOBILE INC,ASTS
038646,P,LC,20972,58186,2021-04-21,E,UIPATH INC,PATH
038707,P,LC,21600,58505,2021-07-21,2025-04-30,PAYCOR HCM INC,PYCR
038708,P,LC,21349,58317,2021-06-10,E,ZETA GLOBAL HOLDINGS CORP,ZETA
038722,P,LC,19919,57213,2021-04-29,E,STEM INC,STEM
038736,P,LC,21121,58232,2021-05-19,2024-10-31,SQUARESPACE INC,SQSP
038739,P,LC,21122,58233,2021-05-26,E,FLYWIRE CORP,FLYW
038753,P,LC,21906,58704,2021-09-16,E,ENACT HOLDINGS INC,ACT
038757,P,LC,21120,58231,2021-05-25,2025-11-28,VIMEO INC,VMEO
038770,P,LC,21210,58258,2021-05-27,E,FIGS INC,FIGS
038821,P,LC,21124,58235,2021-06-03,E,ORGANON & CO,OGN
038832,P,LC,21345,58315,2021-06-09,E,MARQETA INC,MQ
038834,P,LC,21348,58316,2021-06-10,E,LIFESTAN HLTH GRP INC,LFST
038845,P,LC,20269,57399,2021-05-20,E,BLUE OWL CAPITAL INC,OWL
038856,P,LC,21369,58332,2021-06-24,E,NEUEHEALTH INC,NEUE
038870,P,LC,21607,58510,2021-07-23,E,CORE & MAIN INC,CNM
038881,P,LC,21927,58718,2021-10-01,E,TRUMP MEDIA & TECHNO GRP CRP,DJT
038881,J,LC,21927,58718,2021-09-30,2021-09-30,TRUMP MEDIA & TECHNO GRP CRP,DJT
038916,P,LC,20067,57411,2021-06-01,E,SOFI TECHNOLOGIES INC,SOFI
038927,P,LC,21357,58323,2021-06-24,E,DOXIMITY INC,DOCS
038931,P,LC,21358,58324,2021-06-24,E,CONFLUENT INC,CFLT
038936,P,LC,21359,58325,2021-06-25,E,MISTER CAR WASH INC,MCW
038946,P,LC,21612,58513,2021-07-28,2024-10-31,POWERSCHOOL HOLDINGS INC,PWSC
039041,P,LC,21356,58322,2021-07-01,E,DT MIDSTREAM INC,DTM
039067,P,LC,21605,58508,2021-07-22,E,RYAN SPECIALTY HOLDINGS INC,RYAN
039070,P,LC,21559,58466,2021-06-30,E,INTAPP INC,INTA
039122,P,LC,21614,58515,2021-07-28,E,DUOLINGO INC,DUOL
039157,P,LC,19064,56888,2021-07-02,E,AVEPOINT INC,AVPT
039225,P,LC,21564,58474,2021-07-01,E,LEGALZOOM.COM INC,LZ
039225,C,LC,21564,58474,2021-06-30,2021-06-30,LEGALZOOM.COM INC,LZ
039251,P,LC,20452,57654,2021-07-15,E,ENOVIX CORP,ENVX
039266,P,LC,21790,58622,2021-08-06,E,INVIVYD INC,IVVD
039293,P,LC,21723,58570,2021-07-29,E,ROBINHOOD MARKETS INC,HOOD
039310,P,LC,21609,58512,2021-08-03,E,VICTORIAS SECRET AND CO,VSXY
039312,P,LC,21648,58522,2021-07-22,2024-11-29,INSTRUCTURE HOLDINGS INC,INST
039319,P,LC,21608,58511,2021-08-02,E,GXO LOGISTIC INC,GXO
039321,P,LC,19956,57339,2021-07-23,E,GENEDX HOLDINGS CORP,WGS
039323,P,LC,20601,57630,2021-07-23,2025-03-31,MATTERPORT INC,MTTR
039337,P,LC,19751,57148,2021-07-26,E,LUCID GROUP INC,LCID
039344,P,LC,21747,58584,2021-07-29,E,NUVALENT INC,NUVL
039351,P,LC,84819,15483,2021-07-28,E,SHARPLINK INC,SBET
039378,P,LC,19930,57218,2021-08-02,E,CCC INTELLIGENT SOLUTIONS HL,CCC
039391,P,LC,22424,59023,2021-12-09,2025-02-28,HASHICORP INC,HCP
039405,P,LC,20126,57323,2021-08-11,E,JOBY AVIATION INC,JOBY
039453,P,LC,21892,58694,2021-09-15,E,PROCEPT BIOROBTCS CORP,PRCT
039482,P,LC,21893,58695,2021-09-15,2024-11-29,THOUGHTWORKS HOLDG INC,TWKS
039483,P,LC,21890,58692,2021-09-15,E,DUTCH BROS INC,BROS
039502,P,LC,21905,58703,2021-09-29,E,WARBY PARKER INC,WRBY
039503,P,LC,20178,57363,2021-08-25,E,ROCKET LAB CORP,RKLB
039524,P,LC,21896,58698,2021-09-22,E,TOAST INC,TOST
039526,P,LC,22003,58758,2021-09-23,2024-01-31,ENGAGESMART LLC,ESMT
039538,P,LC,20295,57441,2021-08-30,E,CIPHER DIGITAL INC,CIFR
